session;created;modified;ended;expired;datenschutz;tfe_tfe_01;tfe_tfe_02;tfe_tfe_03;tfe_tfe_04;tfe_tfe_05;tfe_tfe_06;tfe_tfe_07;tfe_tfe_08;tfe_tfe_09;tfe_tfe_10;tfe_tfe_11;tfe_tfe_12;tfe_did_01;tfe_did_02;tfe_did_03;tfe_did_04;tfe_did_05;tfe_did_06;tfe_did_07;tfe_did_08;tfe_did_09;tfe_did_10;tfo_tfo_01;tfo_tfo_02;tfo_tfo_03;tfo_tfo_04;tfo_tfo_05;tfo_tfo_06;tfo_tfo_07;tfo_tfo_08;tfo_tfo_09;tfo_sel_01;tfo_sel_02;tfo_sel_03;tfo_sel_04;tfo_sel_05;tfo_sel_06;tfo_sel_07;tfo_sel_08;tfo_sel_09;tfo_enr_01;tfo_enr_02;tfo_enr_03;tfo_enr_04;tfo_enr_05;tfo_enr_06;tfo_enr_07;tfo_enr_08;tfo_enr_09;tfo_ada_01;tfo_ada_02;tfo_ada_03;tfo_ada_04;tfo_ada_05;tfo_ada_06;tfo_ada_07;tfo_ada_08;tfo_ada_09;rel_rel_01;rel_rel_02;rel_rel_03;rel_rel_04;rel_rel_05;rel_rel_06;rel_rel_07;rel_rel_08;rel_rel_09;standort;standort_other;semester;lehramt;lehramt_other;fach;fach_other
vtbHWdNewt7dgE_Mc_oDfWP7HmbNw0GO791jppiV8Ljsb_jnqTBv-0RH_tYLHpMc;18.03.2019 11:16;18.03.2019 11:17;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
klbIIsqus3vwNBfkwUI4HcQZmDLBEU_gEP3NKCEy_aGulA81UpV9vtl2sL_msyzl;18.03.2019 12:13;18.03.2019 12:30;18.03.2019 12:30;;1;5;3;5;4;2;6;2;2;2;1;5;4;4;4;4;4;2;5;4;4;4;4;2;3;4;2;4;5;4;6;5;3;5;4;3;2;3;2;3;3;4;5;5;4;5;5;5;6;6;5;4;5;4;5;4;5;1;5;1;5;6;1;1;6;5;6;5;1;;2;7;;31, 40;
y02bM5jmVO1j0WnTPc3MPNmA1E4eHlpKoXFVnpRwrScPG725H_3LPFKHKSBIahrf;18.03.2019 12:18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LcvRdkp1gOBUTq-XOtswmKcNreOEHRZoH8SGdA6J2m_XhJlO9EXhSNCGNYCmapq1;18.03.2019 14:06;18.03.2019 14:09;;;1;;3;4;5;;3;4;4;4;;4;;4;5;6;4;4;5;;5;;;4;;4;5;;5;;5;5;6;4;4;4;4;5;5;5;5;5;5;;4;4;;6;4;4;5;;5;5;4;;4;4;4;5;5;;5;;5;;4;5;;;;;;;
hfxEGwSo3b1a0T64PVVu4AAX8DknmzBIIFxWAM0BZKcLMyDKkMUZjRteXeO2A8qM;18.03.2019 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NAME?;18.03.2019 14:46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qmNYr8ebFiptiRgrjbEK7ZbdlCVjUrNZA6LmObtWWeIXPwAh1gKt2__ZCPzzOUrL;18.03.2019 16:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMz20NIY1y89fKVyUWsWq0wnsgDXm9Afs7XHZK_RwkTrL_5J1srCj3_rkeBk61BJ;18.03.2019 19:07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VgPqL1SBX4xpAyarUA8QMoTnV-FixhJFh8Dh3gHqyeGFjECszRcZS-Ojlo7HGsA-;18.03.2019 19:07;18.03.2019 19:24;18.03.2019 19:24;;1;3;3;3;3;2;5;2;3;1;2;2;5;3;3;3;3;2;2;3;5;2;2;4;4;3;4;4;5;4;6;3;4;5;5;5;6;4;4;5;2;5;6;4;4;5;4;5;5;6;5;5;4;5;3;4;6;2;4;3;6;6;4;2;6;3;5;4;1;;2;1;;12, 39;
xUG5jYie8xybj9XrJiJRAi7lzmrFBYIEeLrLqQaMYtg9oB1fNfrZ74Y9ymEVViZs;18.03.2019 20:25;18.03.2019 20:35;18.03.2019 20:35;;1;3;1;4;3;1;1;3;1;1;1;1;1;3;3;2;6;2;4;6;6;6;2;6;6;6;2;3;4;2;6;3;6;6;6;4;6;6;4;2;2;4;5;5;6;3;3;6;4;6;6;6;4;5;2;5;6;3;5;6;5;6;2;1;6;1;5;6;1;;2;1;;31, 39;
DS9FTAK5WXeannkdmqGuzZt_pkT9Bv20uhMczsWDv77RQsv2WT0OQWZHXxtsstrz;18.03.2019 20:32;18.03.2019 20:33;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nt85ZlgKOaTMMj-Cyb0ektux6L0ccIq4m1uCxskSiBmytXeFRbWUX8JKLNYOzJfb;19.03.2019 18:52;19.03.2019 18:53;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gIKygiRSQZ9o5t3cDnyp0T8kujgccarFdg_tlWXYuo4-zheaHijv_JDnioEYPkdC;21.03.2019 14:23;21.03.2019 14:27;;;1;;3;;;;;2;;2;;;3;2;3;4;;;;;5;;;;;;;;;4;;;5;;;;5;;;;;5;;;;;6;;6;;;;;;;;;;;;4;;;;;;;4;;;;;;;
e4F9OO5AplmQaoFBaIsDxCNy-z8jWdAZoCCdj_px2-zuSb6MiEo04vAi66ydtTyA;21.03.2019 14:30;21.03.2019 14:30;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
c6OTvhTCgOSq7djtxrEKAUiW4biTMaKmBzCQ6jNjXDFbKp5iicXlNqTcWlId9T4Q;21.03.2019 15:01;21.03.2019 15:02;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AN-yfD0Daksf831CwGg8rvn92KQbdxwxzMT-So05CV3fecAR7FHan4ER0BGMDljO;21.03.2019 15:03;21.03.2019 15:11;21.03.2019 15:11;;1;;;3;;;;;;;;;3;;;3;4;1;5;6;4;;;2;;;;;4;5;3;4;4;;3;;;3;4;4;2;3;3;5;;;;;2;2;5;5;5;;;3;;;6;;;4;;2;6;;5;;1;;4;6;FÃ¶rderschulabschluss;5, 40;
djSrhIX19bMkxtUwqgaNbBDCD8O-VWsK9y2neottKgNT_PvQDZEhMKJ4jSJTojcn;21.03.2019 15:10;22.03.2019 05:40;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qpY5LL_4v6Zr-RQ2Bb6u7m2GsfrBjFDx67_bkB3JBB7_fzbUdXoPwC9tMZe3FdR0;21.03.2019 15:59;21.03.2019 16:14;21.03.2019 16:14;;1;2;2;2;2;1;1;3;1;1;1;1;1;4;3;4;5;4;1;6;6;4;1;2;3;5;4;5;3;3;4;2;4;5;4;3;4;4;6;4;3;5;5;6;5;3;2;4;5;2;4;5;4;4;4;5;2;2;4;2;4;5;2;3;5;3;4;4;1;;4;5;;4, 13, 16;
4THblkmUEsbYOTnNo-SwGUP5JpYdS9vzvDzxxpVS3pmXEBYRvAfL8xZkTW0cfNP1;21.03.2019 16:14;21.03.2019 16:24;21.03.2019 16:24;;1;2;2;2;2;1;1;1;1;1;1;1;5;2;3;4;4;1;2;6;5;4;1;4;2;4;2;5;3;3;4;3;4;4;5;4;3;5;3;4;2;1;3;3;2;1;5;5;6;3;5;4;4;4;4;5;5;5;5;3;5;5;2;1;3;5;5;4;1;;8;1;;39;
WC7OutmcvkYDNBQd4X742LpGwNr9IGO7LoFM5GBI8MziLBtU3XiH1_HSaKnOvBj0;21.03.2019 16:15;21.03.2019 16:26;21.03.2019 16:26;;1;2;2;2;2;1;1;2;2;1;1;1;3;4;4;4;3;2;3;6;6;4;1;2;4;3;4;6;3;4;4;3;4;5;4;4;4;6;4;3;3;2;3;2;2;3;4;4;4;3;4;4;4;4;4;4;4;4;4;2;4;4;3;1;3;4;5;4;1;;8;1;;13, 39;
fAlaLw13MMffIRdPQEpNu7KNnuso4MIDtjMZGJBfpYoJ-PDp8HUgKlIVAIiyoybz;21.03.2019 16:20;21.03.2019 16:20;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4THblkmUEsbYOTnNo-SwGUP5JpYdS9vzvDzxxpVS3pmXEBYRvAfL8xZkTW0cfNP1;21.03.2019 16:24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wFVsArJPegFRfqDc2ehX2p0uStzTiGhnf2v3ZWt1oa43dPSgGFgtLi7EJErqxgGE;21.03.2019 16:35;21.03.2019 16:37;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mggixu1pn2fLlES-ogMhO9i-CNQ0XNxHG6bnS_a9z9VlXUOunZ5bDb5YX22hsDZh;21.03.2019 18:32;21.03.2019 18:45;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pc8z5fGEKMR48mzy-OfnX1qQ20EZBxgdPQ30pD5jLoRBADyiaOuCyrmjtytmgGHl;21.03.2019 19:26;21.03.2019 19:27;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LkUs_ar4HSqH5AVmIFxIhEtE4ngqBDTzuyeJ1WladjpDEyoQvLAlc-uYLjeQhCF9;21.03.2019 20:16;21.03.2019 20:50;21.03.2019 20:50;;1;2;3;4;3;1;2;4;2;2;2;3;4;3;4;4;4;3;3;5;4;4;1;3;6;3;3;5;4;3;4;4;5;6;5;6;5;6;4;5;4;2;2;3;3;3;4;3;5;5;5;4;4;5;3;5;3;2;4;3;4;5;2;3;4;3;4;5;1;;8;1;;11, 12, 44;
LkUs_ar4HSqH5AVmIFxIhEtE4ngqBDTzuyeJ1WladjpDEyoQvLAlc-uYLjeQhCF9;21.03.2019 20:51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5xju6BqoGaztQcQ7Y9YX9Iwn8i1iUohZMXzgty_B0_sYZNopG4cgxh49C_jwNxu1;21.03.2019 21:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUY_BPv5ECz-xnAfpy0mW7xfOg9fCOpxvE79sP3LsF6LAD6KxZOTEIMQxstiq8VA;21.03.2019 22:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RCPmRX5ukYzYkMyJFCaxm-Wa1k2QP2PAJtX-zseARsjl30b9TXCJ9lAUwm5MUzzQ;22.03.2019 09:33;22.03.2019 09:33;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
bOvtSxXwzkQCFoCC1TldFCvdyYA7aWbqk-Mbq3vTqCElkK1Db7X-T-A73ECFYkt5;22.03.2019 15:28;23.03.2019 16:46;23.03.2019 16:46;;1;3;2;3;4;1;2;4;3;3;2;2;4;4;4;4;4;4;3;3;;3;2;4;4;4;4;3;4;4;5;4;3;4;4;4;3;4;4;3;3;3;4;4;3;4;5;4;4;3;4;4;5;4;4;4;5;3;4;5;;6;3;3;4;4;4;5;1;;4;3;;4, 5, 18;
AWoPGKPUPv-VTrXoN35DS3FHza5H1Pz_j3lFNauaiMx5BJjfmT0wu4OyrPuM2zXM;22.03.2019 16:18;22.03.2019 16:18;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qtQiKW_T_waseFAs2qeWLcMqJW5W44gSgJy_AbT3u0LoYRVueK9ILeuceLgqkQEM;22.03.2019 17:47;22.03.2019 17:47;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
y09_-YkY_cuzru0eWKjNsXT3x_NLyMTKJ1feL0Qgz55nX42WKGUjH932LqS9WuIM;22.03.2019 22:08;22.03.2019 22:29;22.03.2019 22:29;;1;2;2;3;3;2;1;3;2;3;1;1;2;3;3;4;3;2;1;3;4;4;2;4;5;2;3;3;4;3;5;2;5;5;4;4;5;5;5;4;4;3;3;2;3;3;6;6;5;3;4;5;4;5;3;3;4;2;4;4;4;4;4;3;5;4;4;5;1;;10;1;;39;
IU-3nOqESmRcDx5kystCPsPDT5eL8dp92BJzu0Rgjz6YgNjf8f0O1o4og_XTPWLT;22.03.2019 23:38;22.03.2019 23:53;22.03.2019 23:53;;1;3;2;3;2;1;1;3;3;1;4;1;1;2;4;2;3;2;1;4;5;3;1;4;6;3;1;4;4;5;6;4;4;5;2;4;4;3;4;4;2;4;3;3;3;2;5;2;3;2;4;4;5;3;2;3;3;3;4;4;4;4;4;3;5;4;4;4;1;;7;1;;31, 39;
sWgxiz3-TQZ3Kq_5EBEV3SUQ6PRRSl-DXJN-WOBbTuWxFoC4Ov9l80vWcpY5csq_;23.03.2019 10:49;23.03.2019 10:57;;;1;2;;2;3;;1;1;;2;1;2;2;3;3;2;3;2;;5;;;;3;3;4;2;6;3;4;5;;5;6;5;4;4;5;5;4;3;6;6;;6;6;4;;;4;;5;;2;5;5;3;;4;;6;4;3;;5;5;;4;;;;;;;
lGUwfTdDQdLZYaP2D8_uwoEYDdbPXvXzNUzyN2qGg8xy-gdWN0XRBJLSPo3hISaZ;23.03.2019 13:53;23.03.2019 16:20;23.03.2019 16:20;;1;3;2;3;3;1;1;1;1;1;1;1;2;3;2;4;2;1;4;5;6;6;2;5;5;2;2;4;3;5;6;3;4;5;4;6;3;5;3;3;2;4;2;4;1;4;1;3;5;5;4;5;5;4;5;4;3;2;5;3;4;6;2;1;6;3;3;4;1;;4;1;;39, 40;
Un7XRXonf_ozfMPshYYbA9B39uVUH9QYr9uYUdr2ko16CkQAf-MANczYkKOz6bAf;23.03.2019 14:07;23.03.2019 14:54;23.03.2019 14:54;;1;2;4;4;4;3;;6;1;1;1;1;1;4;4;4;5;3;2;6;5;6;1;4;1;4;5;6;5;6;6;5;5;6;6;4;5;5;1;2;4;4;2;6;1;5;6;4;4;4;4;4;4;4;5;1;3;1;6;1;6;6;4;1;6;1;5;6;1;;12;1;;4, 32, 39;
VqQgFuQiO4LGW2hbig8sau7ZHG5sycsGqNa4cnKY2PTxTeA9lvTsUiBVP9PJyXoo;24.03.2019 11:53;24.03.2019 12:22;24.03.2019 12:22;;1;3;3;4;2;1;1;5;1;1;1;2;3;4;4;4;4;2;2;6;4;5;2;4;2;2;3;6;3;3;5;3;5;5;4;5;4;5;4;4;3;3;3;3;3;6;4;5;4;4;5;4;4;5;2;4;5;3;4;3;5;5;4;3;4;3;5;4;1;;8;1;;12, 39;
YSnfWT7WoK-oltwboci32TbcUbQ82AcZ1pOejhJOtvMrD0Gu_BVNOEfyHjFgH8yR;24.03.2019 12:14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05vXtiGLBQsLd5K16HvfTvrKWULn-Gl5gOPzuAyhb-LvLnEzq9apyx9KM_g5t5vu;24.03.2019 12:14;24.03.2019 12:14;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fZ7lRWYkwEjVV1Dynj84__zDi6ajOm_H-GYWugvHSasZeqTW1UJL0TnQYdZzHoQc;24.03.2019 22:09;24.03.2019 22:19;;;1;1;1;;;;;1;;;;1;2;;;2;;;;;;;1;;;;;4;;;;;;;;;;;;5;1;6;4;6;;;;5;;;;;;;;6;;1;;;;;;;;;;;;;;;;;
hmmSOxQDbfjykvSOxI3PwfcTS2Bh0myPrwAdbU3ivnIJLYBu8zc52a_0ha8NtjHl;24.03.2019 22:18;24.03.2019 22:18;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7YvvdlwT0RZbYFfMq7JY8O4jVDLK7ks5B_yJ-BWS3hG2QVb9eqFpSmoMv1hUMYDi;26.03.2019 17:26;26.03.2019 17:26;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d1Y7CEs-1QPOSmhbWJzm8SpGLOzZmhuw_OfWCsLScYCtChx5dE4TPxqxtyIvz7TY;27.03.2019 20:14;27.03.2019 20:31;;;1;4;2;3;;;1;;;;1;1;2;2;4;2;2;2;3;3;4;;3;4;5;;4;5;2;2;5;2;5;5;5;5;5;6;6;;4;5;3;3;;2;5;;4;5;;;4;4;5;5;;5;;;5;4;;;3;3;4;4;;;;;;;
vRJIufU-vBg0slUvS5bkJD-BsnZvPw5kW-MBaUxtUQUiibBquLeU3RbrvmicBpK1;27.03.2019 21:35;27.03.2019 21:43;;;1;;2;4;4;;;4;;1;;1;4;;5;4;;;2;6;;4;;;;2;;;6;;4;6;;5;5;;4;;6;4;4;;;;2;;;;;;;5;5;;6;;6;;;;5;6;1;1;;1;1;;;;;;;;
pQZjfV1WqKRqYObobqgfD9_UKnIl-2LCI3uJp3RdoZjVSjxb-GyAzxUSZryLApD0;29.03.2019 09:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M-_hfkCAHzsEP23_BShUCJj2O4_wHr0TrQYfljhveh97Fm56dDvThHJTLCxoS7oB;29.03.2019 13:05;03.04.2019 11:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mcNaMOmQt4CU7zpl7mmvvWp2MW0DoVXXrRiNsmlGhahodibhXrp5OWqSWJI9xPqr;04.04.2019 14:49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HsHpc_G0i_nzAP5ER84MMiO9z81NJGiwJOMhY4gfbQY9TsYk1UCcQU63dOfLURcp;04.04.2019 15:06;04.04.2019 15:18;04.04.2019 15:18;;1;3;3;3;1;1;4;2;4;1;1;2;5;3;4;3;3;1;4;3;5;4;4;2;6;6;3;4;3;4;6;1;6;5;4;6;6;6;6;5;6;6;5;6;4;5;3;6;5;3;4;5;4;6;3;3;5;4;4;2;3;5;5;4;6;5;4;4;6;;2;1;;9, 12;
KTbKVb6w2nLMeut1HVLZdb9S9PMnfcGYI8Bae7ysPoH6dGfsJ2W2fcj8o8dMF1tX;04.04.2019 15:06;04.04.2019 16:01;04.04.2019 16:01;;1;4;2;3;3;3;3;3;3;2;;4;4;4;3;2;3;3;4;4;1;4;;3;3;3;4;4;4;4;2;3;5;4;3;5;3;3;4;3;2;2;2;3;1;4;4;6;3;3;3;4;4;3;3;3;2;5;3;2;2;2;4;2;3;2;3;3;6;;2;1;;27, 31;
_wviKfz719OkFqXRWWbtBClFMoRkZfKPfcN-MimiEOBeay98d9O2Wk83MRyehCrW;04.04.2019 15:06;04.04.2019 15:18;04.04.2019 15:18;;1;2;2;2;2;1;1;6;2;1;1;2;1;3;4;3;4;1;2;4;6;2;1;2;4;4;2;4;2;2;5;2;5;5;4;4;5;6;2;6;6;2;2;2;2;1;6;4;1;3;1;5;2;3;5;6;5;3;4;2;4;3;6;3;3;4;4;4;6;;2;7;;4, 42;
d1kBIhz__W8uHb3GVultMs9z5774mp_Ub1j9P6ZI5hLFoADsEIrctUu3O4JmznBK;04.04.2019 15:07;04.04.2019 15:07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1g6rwT0vu8veJodHYryVZTE8PrdHZ9Esu3DjTknOcd_Iw01Epc_xzZkt9Bwqml8e;04.04.2019 15:08;04.04.2019 15:22;04.04.2019 15:22;;1;2;4;3;5;2;2;4;3;1;1;2;3;3;3;2;6;1;3;4;5;4;2;2;3;4;2;4;4;4;6;4;5;5;4;5;4;5;4;5;5;5;5;5;5;5;5;2;4;2;3;5;4;5;4;5;5;4;5;4;5;5;3;2;6;5;4;3;6;;5;1;;27, 31;
wXUiO3w2HnsEnEnDgfV9jHL04pNBP0ttwcLCGooir4Ia9GLcFkQJ5Q4SACsnU0zf;04.04.2019 15:08;09.04.2019 15:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gUWUvO8bJkyoG2iX7SP3O0nFPZBbLGUzp61-aYGUcLnwf9I9Iuwhrbm70FtnbMDD;04.04.2019 15:11;04.04.2019 15:34;04.04.2019 15:34;;1;2;2;1;3;;1;4;1;2;1;1;2;2;3;4;3;4;1;5;6;3;1;4;3;5;5;4;3;4;4;4;5;5;5;4;4;5;6;4;4;5;5;6;2;6;4;6;6;6;3;4;5;5;4;2;5;5;6;5;5;3;6;1;6;3;5;5;6;;2;7;;13, 18, 33;
DoyZRiSygh3ucesF6Tu6v9rsnFQ6fcr5tycreOm96FWR0Z-e6I8sOjk-yHOIevM9;04.04.2019 15:19;04.04.2019 15:40;04.04.2019 15:40;;1;4;3;4;3;1;6;3;4;2;2;1;5;4;5;6;5;1;3;5;6;6;1;3;6;2;5;4;5;6;6;5;4;5;4;4;5;6;5;3;4;5;5;6;6;6;4;6;6;5;4;5;4;4;5;5;5;4;6;5;6;6;3;2;6;5;6;6;6;;2;1;;5, 31, 39;
RVo06XZbePUwZjTzuDvwoDB_4bd1JlfyFGtcLcYOYpIEl0zzeAiVo0YfDYNJo_wV;04.04.2019 15:22;04.04.2019 15:55;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MrwHACXZj8kwpZ2pQavBVAWm1rV-vOrYcAeBuCo9j7U3FYNv1DIdLwSBlp4jTgnj;04.04.2019 15:27;04.04.2019 15:54;04.04.2019 15:54;;1;5;1;4;3;1;3;4;1;1;2;2;3;4;4;4;5;2;2;3;4;4;4;2;4;5;3;3;2;4;5;3;5;5;5;4;3;2;5;4;4;3;4;4;5;3;3;3;3;3;3;5;4;5;5;5;4;2;4;2;5;3;2;2;6;2;4;5;6;;2;1;;27, 31;
e_VPEJEQYy0xf-GFN3pzFSzltAPjZ2-yxI4FSjRPuyd3VGioPCFKRwsFvRALnpT4;04.04.2019 15:32;04.04.2019 15:42;04.04.2019 15:42;;1;4;2;4;4;1;1;3;4;2;1;3;5;2;2;3;4;2;3;3;6;5;3;4;4;3;1;5;3;4;4;2;6;6;3;6;6;6;6;6;3;3;3;6;6;3;3;5;5;3;3;5;4;6;4;5;6;3;4;2;3;5;2;6;5;4;3;4;6;;2;5;;4, 31;
MQ4rSfr47gvOfK6O8HQftTdbhVPcYOQt946jtgsJkzQHAtelCNIxS6DHf_QVpUoF;04.04.2019 15:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
t4_1gfueI3H0t61k5RIPdDl2IVqc_X0hoQ5jUJPXEMtO9Gbh8RZDtb5zMr8jMVlo;04.04.2019 15:38;04.04.2019 15:52;04.04.2019 15:52;;1;4;4;4;4;1;6;1;2;1;1;2;2;3;4;5;4;1;2;6;6;6;2;4;5;4;1;3;5;6;5;6;5;3;4;4;4;2;5;4;3;5;4;5;4;5;5;5;6;2;4;5;5;4;5;4;4;6;4;6;2;6;2;3;6;5;5;6;6;;2;1;;5, 31, 39;
