session;created;modified;ended;expired;datenschutz;tfe_tfe_01;tfe_tfe_02;tfe_tfe_03;tfe_tfe_04;tfe_tfe_05;tfe_tfe_06;tfe_tfe_07;tfe_tfe_08;tfe_tfe_09;tfe_tfe_10;tfe_tfe_11;tfe_tfe_12;tfe_did_01;tfe_did_02;tfe_did_03;tfe_did_04;tfe_did_05;tfe_did_06;tfe_did_07;tfe_did_08;tfe_did_09;tfe_did_10;tfo_tfo_01;tfo_tfo_02;tfo_tfo_03;tfo_tfo_04;tfo_tfo_05;tfo_tfo_06;tfo_tfo_07;tfo_tfo_08;tfo_tfo_09;tfo_sel_01;tfo_sel_02;tfo_sel_03;tfo_sel_04;tfo_sel_05;tfo_sel_06;tfo_sel_07;tfo_sel_08;tfo_sel_09;tfo_enr_01;tfo_enr_02;tfo_enr_03;tfo_enr_04;tfo_enr_05;tfo_enr_06;tfo_enr_07;tfo_enr_08;tfo_enr_09;tfo_ada_01;tfo_ada_02;tfo_ada_03;tfo_ada_04;tfo_ada_05;tfo_ada_06;tfo_ada_07;tfo_ada_08;tfo_ada_09;rel_rel_01;rel_rel_02;rel_rel_03;rel_rel_04;rel_rel_05;rel_rel_06;rel_rel_07;rel_rel_08;rel_rel_09;standort;standort_other;semester;lehramt;lehramt_other;fach;fach_other
tLwNkhHM95j4AO_6-GULTdwY1052IZ2RAw6I5Xp3ZIwZlMdvoVmmvRF9uPhoIATH;05.04.2019 13:35;05.04.2019 13:54;;;1;4;1;4;;;2;4;;2;1;5;5;3;5;5;5;4;5;5;6;4;;4;3;;;4;4;5;6;3;;;5;5;;4;4;;5;6;;5;5;;6;3;;5;5;5;6;6;5;6;;5;;;4;5;2;2;5;2;4;;;;;;;;
s0o61Qjhbc5nCUJdCtP8w2onVu9usQZSUjTLen12y9vsqCHQ-CtlSVWGV_QvS9J9;05.04.2019 13:42;05.04.2019 14:13;05.04.2019 14:13;;1;;3;4;2;2;1;3;4;3;5;2;5;4;1;3;3;3;3;5;5;2;3;2;3;5;5;5;2;3;1;5;4;3;2;4;2;2;2;1;6;4;5;3;1;5;4;1;1;4;4;3;2;4;4;4;3;4;3;3;1;5;2;3;4;1;5;1;6;;2;3;;4;
uDsRyo5oIeTKqY_J8Vd4GhP7E20rmSdtPxDyqmBn4rT-jM5zE6858KMxPctZYv6z;05.04.2019 14:09;05.04.2019 14:18;05.04.2019 14:18;;1;1;1;2;1;3;1;2;1;1;2;1;1;2;2;1;2;1;4;6;2;2;1;1;3;1;1;6;1;1;4;1;6;5;1;5;5;6;6;6;1;5;5;3;3;1;6;3;2;6;4;6;4;3;4;3;5;5;4;2;4;4;1;1;3;1;5;5;6;;6;1;;12, 44;
UQaDuqGlKtLmX8huvR69lK7w-p3aywJ3S_AYVTAaooRbCqr8iskvWpMbUCsPn8OC;05.04.2019 16:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9I52nDjn-KpC0qRlZpR9TMSBM2st6VqZi80cndiMbJF0tp9buNhzHun56oJ-E6G4;06.04.2019 01:39;06.04.2019 01:48;06.04.2019 01:48;;1;3;3;3;2;5;3;5;1;2;2;2;3;3;3;5;3;2;5;4;5;5;2;2;5;4;2;;4;1;5;2;4;4;4;5;5;6;5;6;5;6;4;5;5;3;5;3;6;5;5;5;6;5;2;5;6;2;6;4;5;2;6;5;4;2;4;4;6;;2;7;;12, 37;
ktKZ8T4ihYwf2cvFTnQB6b3UvUTi3madj6kUKYZlAX11Y38F49DkoesMEIMtcW0g;06.04.2019 22:04;06.04.2019 22:06;;;1;;2;;;;;3;;;;;1;;;;;;1;;4;;1;;4;3;;5;2;;;;;;;;;4;;;;;;5;2;;;;3;;;5;;;;4;;;;;;;;;;;;;;;;;;;
azkLRGFpxRxoWuOvoqVUPBYjodVy4JIM05ckNs0rOYMD0gyIVykfE7TaMwKUSrb_;07.04.2019 11:07;07.04.2019 11:07;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MliDnDfYEbc39AZCNTm-Dpv0icxXOlTPehfGgt_J8alomP1u01gHah6-9_54_86y;07.04.2019 13:41;07.04.2019 13:52;07.04.2019 13:52;;1;2;2;4;3;1;3;4;4;2;2;1;3;3;2;2;4;2;4;4;5;5;2;4;5;4;5;4;2;3;5;4;6;5;5;6;4;3;4;5;4;3;2;4;5;5;5;6;4;5;6;5;3;6;5;4;5;3;4;5;5;5;4;4;6;2;6;6;6;;2;1;;12, 27;
MliDnDfYEbc39AZCNTm-Dpv0icxXOlTPehfGgt_J8alomP1u01gHah6-9_54_86y;07.04.2019 13:53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PhPFmh0Y-XbrUGXxBD2Bnn-tw9_9km6VNAHyw-HpFGMwCuFY2bPmhCwOsxApCZrn;07.04.2019 20:14;07.04.2019 20:31;07.04.2019 20:31;;1;2;3;2;2;2;4;4;3;2;3;2;6;3;4;4;5;2;3;6;5;5;2;3;5;3;6;5;5;5;5;5;5;5;5;5;5;6;5;5;4;5;6;6;6;5;6;5;6;5;5;5;6;4;6;5;4;3;4;6;4;6;5;5;6;3;6;5;6;;2;1;;31, 39;
PhPFmh0Y-XbrUGXxBD2Bnn-tw9_9km6VNAHyw-HpFGMwCuFY2bPmhCwOsxApCZrn;07.04.2019 20:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QBznE4XbJQivuCSuurPzJASZv_FRqMtYa5YtBP3SkQgrTxDmrOtgBvQ0rfCzY4Ka;07.04.2019 20:47;07.04.2019 21:08;07.04.2019 21:08;;1;3;2;3;3;1;2;4;2;1;1;2;5;2;3;5;5;1;4;3;5;5;2;4;4;5;4;1;4;4;6;4;5;6;6;3;5;4;5;4;5;4;6;6;6;6;5;6;6;5;4;5;5;5;5;5;6;5;5;5;6;6;1;1;6;2;6;5;6;;2;7;;4, 42;
XytfQALDUrEr8vgxLBKeXYBEyf5SXexM8dut7vo8RJ92R-eevPpYgVXWPHtlfBrx;07.04.2019 22:37;07.04.2019 22:51;07.04.2019 22:51;;1;3;1;2;2;1;2;3;2;2;1;4;3;3;3;2;2;2;3;4;5;3;2;4;5;3;3;4;3;4;5;5;5;4;4;3;4;6;5;4;1;5;4;5;6;6;;3;6;6;5;5;3;3;4;3;4;2;4;3;4;6;2;2;6;5;5;6;6;;4;3;;5, 12;
ZYEauEGwKQrhOlsYLfypO3m-fYuAAezuBwmTbqJH_YAbgdCp6A0IHTzI9143RIT9;07.04.2019 22:41;07.04.2019 22:41;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-R043lMgDFFZ7aNlnsJUhYNKksPqVnLz5a8gxNDipRJwFCaRu3bI0rzB0jZGS0Le;08.04.2019 09:45;08.04.2019 09:45;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
g2JsYaVN_T_PjjkdzeVjEB6UMJDjroraBngt4xIq1w3Bd9bDq-HDVbHre2Oabo6x;08.04.2019 10:57;08.04.2019 11:09;08.04.2019 11:09;;1;3;2;2;3;1;1;3;1;1;1;1;4;1;2;4;3;1;2;6;4;4;1;4;3;4;4;5;3;3;5;4;5;5;5;5;5;6;5;5;3;3;4;3;4;4;4;4;4;4;5;5;5;3;5;5;5;5;5;2;4;4;2;1;6;2;4;4;6;;2;5;;4;
qAv_bADR1mHZj1wWeT7m9qs6l-IHkX_JYgoHyZMvgKwXpK1V6W_bNBwIWUqEo-N-;09.04.2019 11:26;09.04.2019 11:26;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1JCnXTWslWxcxur_svXZ6DELHdTVY1sGKYCamUJoHgEV0KLLqmOKW7_vCqFl3chL;10.04.2019 16:25;10.04.2019 16:25;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mC4C_RZXlN0xlSTMRN3THouxnGeoEPG5lrGMaXDViqUnBSE4IhCM3xp_hJkY8cGK;10.04.2019 18:04;10.04.2019 18:18;;;1;;;;;;;;;;;1;;4;;;;1;;;6;;3;;;;;;;;;3;;5;;;5;;;;;;;6;;5;;;;;;;6;;4;;;2;;;;;4;1;6;;;;;;;;;;
eTl4NqClGGIuf4-BVyaTl9YM84Wlh9OOoWbhQ4pOHZI6iqSnNhi2VNdqQqgGs56Z;13.04.2019 21:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DcWwPPhn5IawEoJDZGRIQsmgxGsaauvLOBFZgFKGCuZKgfbmB6XRSGiqneLvzAZk;16.04.2019 11:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIyCb5zGAKbCPitUpn_h38QmHNZnD_PceMwfxq8xaUOGSDgmGMtXH1udy6FWXf7U;23.04.2019 10:09;24.04.2019 15:42;;;1;5;5;5;5;1;5;3;4;;2;2;3;4;5;3;;4;5;5;4;5;5;6;3;4;5;5;;5;5;5;5;5;;6;;;;6;5;;6;;4;5;;5;;6;5;5;5;6;;5;6;5;5;;;6;;;;5;6;5;;;;;;;
yXEE7g8j3m3dc8IbP6jEjpcUOHHVZ_Ko2oXOUVjd7rQRyOLi6cWfjExo0ZJAWIqa;23.04.2019 10:54;24.04.2019 15:43;24.04.2019 15:43;;1;3;1;3;4;1;6;6;1;1;1;1;6;3;1;6;4;1;1;6;6;5;1;2;6;4;1;2;5;6;6;4;3;5;4;5;3;5;3;6;4;6;2;1;3;5;6;6;6;6;1;3;3;5;3;1;6;1;5;1;6;6;3;1;6;6;6;6;5;;12;5;;30, 44;
GSlHBESNM9jfQbEIECKAZxKYV9KKoKRW_eHlyzRd_gH88L9_DuLN9JRnWLpKLwkZ;23.04.2019 10:54;24.04.2019 15:41;;;1;3;2;3;2;2;4;2;2;2;4;2;4;3;3;2;3;2;3;2;5;3;3;4;4;3;4;3;5;3;4;4;4;5;5;4;4;3;3;4;3;4;4;4;3;4;5;5;4;5;4;4;5;4;4;3;3;4;4;3;5;5;3;3;5;3;4;4;5;;10;5;;15, 18;
D1qyS2RaQCKDDU71hqMxaTl1_Nkid8qSSiuVTrj9eZUHQzX8yELXEJDKTktCGXe1;23.04.2019 11:12;23.04.2019 11:32;23.04.2019 11:32;;1;5;3;3;3;1;1;4;1;1;1;1;2;3;3;2;2;1;2;6;5;4;1;3;4;2;1;3;6;5;5;5;6;5;6;5;6;3;5;4;6;4;5;5;2;4;4;6;4;4;5;3;5;5;5;4;5;4;2;5;4;5;3;1;5;3;4;5;5;;8;6;Berufliche Schulen: Abschluss staatlich anerkannte Erzieher*in, allgemeine Hochschulreife im beruflichen Gymnasium ;4, 43, 52;SozialpÃ¤dagogik/Psychologie
UyCMlghrI-UdMBEz8vO2CTxx-affQHHQSvzTkr37YaUebM78G27EzNXVOr8f7m2W;23.04.2019 11:12;23.04.2019 11:28;23.04.2019 11:28;;1;2;2;3;1;1;1;2;1;1;4;1;4;1;2;1;2;1;2;5;5;3;4;4;5;2;4;4;2;2;3;2;4;5;4;5;4;5;5;3;5;2;2;3;2;2;4;2;2;3;5;5;4;4;5;3;5;4;5;2;5;4;2;2;4;3;4;4;5;;14;5;;13, 30;
H-y8zevWTNBtGU6tcxGPuWutXF4m9iHbyktrLvsKa5JSWHcYQ2Ixd7QxTynhrc1W;23.04.2019 11:12;23.04.2019 11:27;23.04.2019 11:27;;1;2;3;2;2;1;2;2;1;1;1;1;2;2;2;2;1;;2;5;5;5;1;1;3;3;3;3;3;2;6;2;5;5;5;5;5;5;5;6;5;5;1;5;5;5;4;5;2;3;5;5;4;5;5;5;4;3;2;2;5;5;5;1;6;3;4;4;5;;13;5;;17;
HXHDy3AGoNeV_byAGUQG0AAZjYoxLHisHDRx2-WOTqhBk4lVwp9gIOlglcyY-WLf;23.04.2019 11:12;23.04.2019 11:30;23.04.2019 11:30;;1;3;2;3;3;4;1;5;1;2;1;2;3;2;4;2;3;1;3;5;6;6;1;3;4;4;4;5;4;5;5;5;3;5;4;3;4;3;2;3;3;4;4;4;4;5;4;4;6;4;3;3;3;6;3;3;4;3;4;3;4;6;3;2;5;2;4;5;5;;8;5;;13, 52;SozialpÃ¤dagogik/PÃ¤dagogik
4M7HdQJ5P7Hw00dkwa3osXgENMMQE4VJHAQf3aNfez3haweKKZPL8-ckJonNxH4i;23.04.2019 11:12;23.04.2019 11:31;23.04.2019 11:31;;1;2;1;3;3;1;1;2;2;1;1;3;3;3;4;3;5;2;3;5;4;4;1;5;6;6;3;4;4;5;5;5;6;5;6;5;6;5;6;4;4;3;4;4;4;3;5;5;5;6;4;2;5;5;4;4;5;4;6;4;4;4;3;2;5;;4;6;5;;8;6;berufsschulabschlÃ¼sse;13, 52;sozialpÃ¤dagogik 
7uUaRusEINIdOpgX4-aueO-2-YIUlXGEeIksEdUPxgZ5QGXPIoq9Q3NForojO82s;23.04.2019 11:14;23.04.2019 11:29;23.04.2019 11:29;;1;1;1;1;4;1;1;6;1;1;5;1;1;1;2;1;1;1;2;6;6;3;1;1;1;2;1;6;1;1;2;1;6;6;6;6;6;6;6;6;6;1;1;1;4;1;4;1;1;2;6;6;6;1;1;6;6;1;;4;6;2;3;;4;6;2;3;5;;8;5;;5, 44;
45T9dyUewhkprj0RGdBT51Wx5Kgg_0dc5UbmSyfl_iw0QDsZJlGDyFTcyl6co57o;23.04.2019 11:14;23.04.2019 11:18;23.04.2019 11:18;;1;5;5;5;5;3;5;5;5;4;3;3;3;4;4;5;4;4;5;5;4;5;4;4;4;6;4;5;4;3;5;5;5;4;5;4;5;6;5;5;4;4;5;5;3;5;4;6;5;5;5;5;4;5;4;5;5;4;5;4;5;5;4;5;5;4;6;4;5;;8;5;;2, 6, 34, 36;
gDvNdeXd3UXpLvaNaN1iD0Q6pJzyy-7IYsbGL7p4NfSTrNwvxtm1VuFB0x_zbFeI;23.04.2019 11:14;23.04.2019 11:26;23.04.2019 11:26;;1;1;1;1;2;1;1;3;1;1;1;1;4;1;2;2;3;1;1;1;5;1;2;2;3;3;1;2;4;1;4;2;4;5;5;5;4;6;5;6;3;1;1;2;1;1;4;2;5;1;5;4;3;4;3;4;4;1;4;2;4;4;5;4;5;1;3;4;5;;10;5;;12, 13, 18;
FPm__Na-nATwjiL2MFwt_vDmV1dfXPt8UTbxK1T29a6eXkShE4iJQNBV1dMt-KXS;23.04.2019 11:14;23.04.2019 11:28;23.04.2019 11:28;;1;2;2;2;2;1;2;3;2;1;1;2;2;2;4;3;4;1;3;6;5;5;1;4;3;3;2;4;4;4;5;2;3;5;5;3;4;5;5;3;3;3;3;5;2;4;5;6;5;5;3;5;3;6;4;4;2;3;2;1;5;6;2;1;5;3;5;5;5;;9;5;;12, 37;
2ZUhqfzKfS4qQBd0cAHRiUP4qC5pmTYHDolo_h5EGMz4KNBJRnNP-qRDidMKBtLM;23.04.2019 11:14;23.04.2019 11:29;23.04.2019 11:29;;1;1;1;1;;1;2;3;2;1;1;1;2;2;2;3;2;2;1;4;6;6;1;5;2;3;2;4;4;4;5;6;3;5;5;4;4;6;5;4;2;2;4;3;2;4;5;5;5;6;4;4;4;4;3;5;5;5;4;2;5;6;3;1;5;2;4;4;5;;10;5;;13, 17, 44;
m4IBfZljDSEaoobOvT8-KOrSrK6nrH9q-H0NCNR5bY9Im3A1sbxiUe-0ejC4IkNv;23.04.2019 11:14;23.04.2019 11:24;23.04.2019 11:24;;1;3;2;4;4;2;1;4;2;1;2;1;5;4;4;5;5;3;2;5;5;2;3;4;1;3;2;4;2;3;5;2;5;5;4;5;6;6;5;5;4;3;5;3;2;4;5;5;3;3;5;5;4;2;3;4;6;2;5;4;5;2;2;1;6;2;5;4;5;;10;5;;13, 18, 43;
ZnAmXzmXDpN_zvFhDFNNXinXT6-TY4F9Sbl59XHbapzOftiVRmEzQQOusB2LtXzK;23.04.2019 11:15;23.04.2019 11:29;23.04.2019 11:29;;1;3;2;2;2;1;1;2;3;2;1;1;1;3;2;3;1;2;4;2;4;4;3;4;4;2;4;5;3;3;4;2;5;5;3;5;5;5;6;5;4;3;5;4;5;4;5;3;5;5;6;5;5;6;3;5;6;5;6;2;3;6;1;2;5;5;2;4;5;;8;5;;36, 50;
YhyRTVahYPt8LQJ_0rh-p3uKwQPDpDzni3kOfUIsZ42RiCoIqf6ytIrnYXmQ1Bbu;23.04.2019 11:15;23.04.2019 11:29;23.04.2019 11:29;;1;5;4;4;4;3;1;5;3;1;1;5;4;2;3;4;5;4;4;1;4;5;3;5;1;5;5;4;3;2;6;5;5;5;4;6;4;3;5;5;6;6;5;5;2;4;3;4;4;4;5;5;5;4;5;4;4;3;5;1;5;6;;2;5;1;5;5;5;;10;5;;12, 13, 17;
nbypWF6jmSzkEKU7-bAHKGfhCj08LN_HyCRD8ZYnD4OQN3yNQ-GbmCGn5qitFi9S;23.04.2019 11:15;23.04.2019 11:31;23.04.2019 11:31;;1;2;1;3;1;1;5;2;1;1;4;1;3;2;3;1;3;3;4;5;6;3;1;3;2;4;1;1;5;4;6;6;4;5;4;3;4;5;5;2;1;5;4;6;1;6;5;6;3;6;1;4;1;5;5;1;6;3;5;1;6;6;3;1;6;3;6;6;5;;10;5;;12, 17, 25;
wb_g40kTFunHNF7xP7s1hFycX2NdXQwDmXQkvyxkYKG1VmLo94d3c5-OqXO4rH60;23.04.2019 11:15;23.04.2019 11:34;23.04.2019 11:34;;1;2;3;1;3;1;1;1;1;1;1;2;2;2;2;2;2;1;4;5;5;4;1;5;5;4;4;4;5;5;5;3;4;5;5;4;4;5;5;6;6;3;3;3;5;4;4;5;5;4;3;3;5;5;3;5;5;2;5;3;5;4;5;2;4;3;5;4;5;;8;5;;5, 13;
fIdffC99aPrWe_ckeSD5VfGt8edXUNThODz0Kxlq-YHwqgjpXni1KQjN-bSufNQO;23.04.2019 11:15;23.04.2019 11:28;23.04.2019 11:28;;1;1;1;1;1;1;1;1;1;1;1;2;6;1;4;3;4;2;5;6;6;6;6;4;6;5;1;4;1;4;6;2;6;6;6;6;6;6;6;6;6;2;2;6;6;6;6;4;6;6;6;6;5;6;6;4;6;6;5;5;6;6;1;1;6;6;6;6;5;;8;5;;12, 13;
mZ-QPQfCobfl0iKFbEwx6NLglD9hhxZMaI3kkRqSV_oNFgxbHl_MpAfyuGUjZQht;23.04.2019 11:15;23.04.2019 11:25;23.04.2019 11:25;;1;3;3;4;3;1;2;4;4;3;2;2;5;3;4;4;4;4;5;2;3;5;2;3;4;5;5;4;4;3;5;5;5;5;4;5;5;5;4;5;5;4;4;5;4;4;6;3;5;3;5;4;4;4;4;4;4;5;5;4;4;4;6;3;4;5;5;4;5;;8;5;;12, 37;
bLCWyPMu1pzI3w52dUzA4jTZCdmxQbIwo539srIHn4xTWAf8eOV6oKuzUBiV6PZf;23.04.2019 11:15;23.04.2019 11:27;23.04.2019 11:27;;1;2;2;3;2;1;1;3;2;1;1;1;3;1;2;2;3;1;3;5;5;4;3;2;5;3;2;4;4;1;5;3;4;5;4;2;4;3;3;3;2;3;4;4;3;2;4;5;4;5;2;3;5;4;6;4;4;4;4;4;4;4;4;3;3;3;4;4;5;;9;5;;13, 16;
Ox1Ty_XJH_X1tkKI6jihU1n5dl033W68RQbqkLkyy-c9NA-28LiUgCJ4xdYU4mh2;23.04.2019 11:15;23.04.2019 11:24;23.04.2019 11:24;;1;1;2;2;2;1;1;1;1;1;1;1;1;2;3;1;2;2;5;4;3;2;1;2;4;3;2;5;3;4;5;4;5;4;5;5;6;6;6;3;5;4;2;5;5;5;2;4;4;5;5;5;4;5;5;4;6;4;4;3;4;3;5;3;6;4;4;4;5;;8;5;;12, 13, 18;
usd3dxZ7GV9YLVV96FO2aVUN1Up6jH9ag_yJRb7o0iIZRrGkthXIAGdnw1pV3Lvf;23.04.2019 11:15;23.04.2019 11:30;23.04.2019 11:30;;1;2;2;2;2;2;4;3;2;1;3;1;4;4;1;4;4;3;3;5;4;3;3;3;5;5;4;1;5;4;5;5;4;5;5;4;5;3;3;3;2;5;5;5;4;5;3;4;6;6;6;5;5;5;5;4;5;2;6;4;6;6;5;3;6;5;6;6;5;;8;5;;12, 37;
6cSwpcli7OZXp0zAXlFv8Tgr3R6W6Luu6mO3Jn9FHsrIHqBozs2BWqgD0UrFxh2y;23.04.2019 11:15;23.04.2019 11:29;23.04.2019 11:29;;1;2;1;3;2;1;1;2;2;1;1;3;4;2;2;4;2;1;1;4;5;2;2;5;5;3;4;3;3;4;5;4;4;5;6;4;4;2;3;4;2;3;3;3;5;3;3;3;4;2;6;4;6;5;5;2;6;2;5;2;5;6;6;2;6;1;4;5;5;;8;5;;4, 13, 16;
nwJdyTzhPIM2c6yyRMDsQ_q3MTkMQPwnVjL7PABMUWzT9LTzt1CiQbJwx7Gk0Wk7;23.04.2019 11:15;23.04.2019 11:29;23.04.2019 11:29;;1;2;3;3;3;1;1;1;1;1;1;1;2;2;2;1;1;1;2;5;2;2;1;3;4;4;2;1;6;4;5;6;6;6;4;4;4;4;5;3;3;2;3;4;1;1;5;5;5;6;5;2;5;4;5;3;5;3;4;2;5;6;2;1;6;3;4;6;5;;8;5;;18, 30;
pJtTo7QSvLC1-1ANOSGPFmSPA7U--_jPB7tK2p1lZ-5Ct1CcEr1bFhT5am7hQddv;23.04.2019 11:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A02V-kikYxwtaNaRUeklbShOys90Vbkd2YqOvlHlJGvXcgFU0sL-HVDJAD1vwkxR;23.04.2019 11:15;23.04.2019 11:29;23.04.2019 11:29;;1;2;1;2;2;1;1;2;2;1;1;2;4;2;4;4;4;3;4;5;6;4;1;4;3;2;3;4;6;6;5;3;5;5;3;2;4;6;3;5;2;5;2;5;5;6;6;6;6;5;6;4;6;3;2;2;5;3;6;3;6;5;6;1;6;2;5;6;5;;11;5;;4, 12;
vZwHcsaePTy8wCcGV7x4oHYjlIkLrp8-rip2fs3fl8jj-TWTkwwtPjl05ZwS1mzR;23.04.2019 11:15;23.04.2019 11:25;23.04.2019 11:25;;1;2;1;1;1;1;1;4;1;4;1;1;2;1;2;1;1;2;5;6;3;5;3;4;3;6;4;2;2;1;6;1;4;6;5;3;2;1;5;1;2;6;5;3;6;6;6;5;6;6;6;2;3;4;1;2;4;5;3;1;6;;6;3;5;4;6;3;5;;7;5;;18;
k6WzVzgmMQvPyeHB5lHZlUewigL_YNgB2jBRwoYOQK1FwJNodHT7u0e2KSI5N2aM;23.04.2019 11:15;23.04.2019 11:27;23.04.2019 11:27;;1;2;4;3;1;2;2;2;1;3;1;1;1;2;2;3;3;2;5;4;5;2;1;1;4;3;2;5;3;2;4;4;4;4;5;4;4;4;3;2;1;3;4;5;2;2;4;5;6;2;4;4;3;5;4;2;2;1;4;2;4;5;1;2;6;1;4;5;5;;9;5;;12, 13, 18;
iGo7vuNHSWSf6Ke92QZylxKRidMAhVLMQI9_AWGpRi4IwdmsyJpfMIIWEtDGkPCz;23.04.2019 11:15;23.04.2019 11:35;23.04.2019 11:35;;1;4;4;4;4;1;1;2;2;2;1;2;2;4;4;5;4;2;2;4;3;2;3;2;3;2;4;2;2;1;4;2;6;5;4;5;5;3;6;5;4;3;3;3;2;2;5;6;6;4;2;2;2;2;2;5;6;2;2;2;5;5;1;1;4;2;6;6;5;;8;5;;36;
lRWQ1WgmZNy5WhvSsr7DYiyBgOmtwzPdAWvwYA_MO-BSjVOAoyQieyq9b9vD6Wap;23.04.2019 11:15;23.04.2019 11:33;23.04.2019 11:33;;1;3;2;3;2;1;2;5;2;3;2;1;5;3;3;4;4;3;3;5;5;5;3;4;5;3;3;3;4;5;6;4;4;5;4;4;4;4;5;3;;5;4;5;6;5;5;5;5;5;2;4;4;4;3;;4;4;3;4;;5;5;1;6;2;4;4;5;;10;5;;18, 49;
_045hBvlpgnXMmbeU6i3p0H_AGUr5ydaNX0tk7u1K_Ln5oKSu2rc22RSkEzl-UVG;23.04.2019 11:16;23.04.2019 11:29;23.04.2019 11:29;;1;1;1;2;1;1;2;2;2;1;2;1;2;1;2;2;2;1;5;5;4;2;1;3;2;2;3;6;1;2;2;2;3;2;3;2;4;2;5;3;5;3;2;2;2;2;2;3;5;2;4;6;5;4;2;4;5;2;4;5;3;3;3;2;2;2;2;2;5;;8;5;;13, 43;
